app_id,label,review_id,review_text
1729900,0,118681190,"Rhythm Brawl is a laughably poor Guitar Hero ripoff with an adversarial bent as you play a 3 button rhythm game to some pretty craptastic music and wonder why Valve doesn't have the quality control for Steam it so badly needs.  There's a few different game modes and you can play PvP or vs the computer or just watch the computer play itself, this is convenient because while the computer is playing itself you can go find a pencil to rupture your eardrums so you don't have to listen to the crap music anymore.  Very thoughtful of the developers there. The nicest thing I can say about this is that it doesn't use 2D retro pixel \"art\".  Unfortunately, instead, it uses some of the most eye gougingly bad high school art class dropout drawings (I won't deign to call that scribbling \"art\") instead.  Like really bad.  Pixel art would be better, seriously, it's atrocious.  The developers indicated they would replace it, but that hasn't happened yet, so the game gets judged for what it is. There's no options to change the resolution for the game or customise the graphics settings.  There's no way for gamers to ensure this is running at the native resolution of their displays... there's no guarantee this game will look right on any PC as a result of this hamfisted design decision.  There's no way for gamers to try improve the low quality graphics.Some of the defects in the game can be attributed to the choice of using the Godot game engine/toolset.  This is a very poor quality toolset sometimes used by amateur developers as it's free (so they don't have to pay for GameMaker Studio) and doesn't require advanced game development skills, but unfortunately has very limited capabilities (it's arguably worse than GameMaker Studio).  Just as you can't make a silk purse out of a sows ear, you can't make a great video game if you use a terrible engine.They're seriously trying to charge money for this, $4 USD plus an eye watering $8 USD to unlock the rest of the game they haven't finished (yeah, there's DLC for an incomplete Early Access game, that's not okay to the point of being unethical).  All that for a business model to try compete with Spotify by charging $12 USD for 6 crap songs on Steam.  Ugh.  If you play this game I recommend proactively seeing an oncologist afterwards."
1729900,0,119682629,"Now let me get this out of the way. The game has potential. But right now it's very clearly unfinished. My first problem is there being no tutorial, thankfully somebody posted a guide explaining the basic mechanics. Apparently there's a flow mode and different characters have different things they specialize in (For example: More damage but you take more damage, stronger flow mode, etc.) But I didn't even realize this for the first 10 minutes since none of this is explained to you. Even the guide doesn't specify what character does what. Also, speaking of characters. Their designs for most of them are unfinished. One character looks like they got somebody else to draw smoothly. The rest though are hand drawn models that look like a deveant art OC. Hell, in actual matches there's not even the character model. Just a rough sketch with basic outlines. Now (In my opinion) the worst thing about this game is there's no online multiplayer. Sure you CAN play with friends. But that seems local only. It could be a 6/10 with the online multiplayers, but without it (including the rest of my points) it drops down to about a 4-5/10. Fix all these issues and you got a solid 7-8/10 rythm Game.TLDR; Add a tutorial and online multiplayer, along with finishing the characters and you get a solid game."
1729900,1,116989907,"Hey. It's really good. Songs are good, Gameplay is alright. This is pretty good!"
1729900,1,114308657,"Although I found some satisfaction in the game, the gameplay isn't very diverse. Jumps and jacks are the only patterns I've seen. Furthermore, I think there should be more settings, like the ability to change from downscroll to upscroll, as well as change the scroll speed like in normal rhythm games. It is also quite complex to learn the controls since you need to switch between different attacks while hitting different notes. I believe there should only be light attacks, heavy attacks, and blocks otherwise the gameplay would be too complicated since you would need to fight your opponent while hitting your notes with your other hand. Additionally, the mapping appears out of sync, especially in Vertigo. In order to preserve the true feeling of a singing competition between two great musicians, I believe more hard and upbeat songs should be added. I also find it strange that two people would be fighting while singing, but since that's the point of the game, I think it's fine. Moreover, I believe that different game modes, such as 4K, 7K, 9K, etc., should be added. As a conclusion, I think that hard charts and different genres of music should be added to keep the game from becoming boring and bland, and that more content should be added to allow players to discover what they're good at. I think this is a good start for this type of game and its concept."
1729900,1,115583159,"When I first played this game, it was hardly playable. So I just uninstalled it. However, after a long hiatus and re-installing the game. I have to say, I'm looking forward to the finished product! They've come a long way."
1729900,1,116734222,Its not finished yet but honestly it has great potential and could become a big game
1729900,1,115760983,I GOT THIS GAME FOR FREE ITS VERY NICE TO SEE IT DEVELOP HGAHSDSABFG
1729900,0,114186754,4/10
2364250,1,136514533,A cool game in which you have to make your own supermarket. Of the pluses is the fact that money is accumulated even if you do not enter the game. I love clickers and this game is no exception. I recommend
2349550,1,136514247,IS quite interesting even for a second one. while a lot deeper than the first can give you time to reflect back upon yourself.secret word: strength.combine word : garden strength.
1685730,1,136515152,"Wery good game:Pros:- story- landscape- puzzles (very good)I can recommend it, with hope for more games like that."
2227150,1,136514584,"Pretty neat platformer, controls are tight. Jumps are easy to make, and a good variety in stages. I'm going to lead with letting you know this game is very short, but it is enjoyable its entire duration. I think a good thing to do after beating all the levels and collecting all the 40 (? it was an even number I arrived at and I stopped seeing anymore) green coins is to try to beat all the levels with sub-one minute times. The levels feel like they're specifically engineered for this time frame in mind and it forces you to play creatively. I want to see this expanded into a larger game. I think the mechanics are polished and the understanding of how to implement platforming gimmicks is there. The dev is obviously very skilled at what they do. I think I got more than 3 dollars of fun out of this. I think an expansion on the concept should provide a purpose to the in game timer, such as beating a dev time or maybe a standalone collectable like the crash bandicoot games.This is a ringing endorsement but I am going to post the few observances I have with the game after this, as well as my level times. (played with a controller)good+ All platforming is incredibly tight and telegraphed very well. + The little overworld is very fun to navigate however small it is. There is one out of the way place that immediately opens a warp after getting it and you can actually skip a few intended platforming parts using the core mechanics.neutral= there is an acceleration you have with gliding, it feels like the opposite of what gliding would normally do. I consider this neutral because after you get used to it it feels very satisfying to move around, but there is a learning curve.= physics with any moving stage gimmicks can be odd at times. It's consistent and you can actually use little things like leverage from spinning platforms to push yourself upwards a bit for more air but it may not do what you expect at first.= In my opinion, I think the gold coins should be finite. It would give an easy third goal to the areas, and you can very easily afford everything even without the respawns. being able to grind it feels like I didn't earn it. I don't know how much I can criticize the economy in a 3d platformer though. bad (these are really really minor issues)- recovery from a dive seems inconsistent. Sometimes I can recover and other times I feel like I can't and go barreling off the edge. This feels intentional but I couldn't get a feel for what triggered specific reactions.- The camera snap during the sections where you're repeatedly hitting boosts is a little jarring. This only happens once or twice.- I would like a little page in the menu that tells you all the information from the levels you completed. this is small but would be important for a larger game. It would have made tracking my level times at the end slightly easier too.------ Level Times01 - 00:58:80202 - 00:51:56603 - 00:48:94904 - 00:51:48505 - 00:55:51306 - 00:54:91407 - 00:41:24808 - 00:41:32009 - 00:58:07310 - 00:48:492"
2103530,1,136517189,"A very awesome game, even though some (not all) concepts are similar to Melvor Idle which I don't mind, I like the these type of idle based html/web like based games."
1934040,1,136517969,very attractive sandbox survivor. nice graphics
1934040,1,136516681,It's fun to play on the controller <3
2151770,1,136518027,"Fun action roguelike with unique art and interesting gameplay. It starts a bit slow, but gets a lot better once you grab a few perks.The main gameplay is typical for the genre. You advance through randomly created floors, defeat enemies, gather coins to spend on better goods in shops, and open boxes with perks. Everything is lost upon death, with the exception of special keys and stat improvements.The unique mechanic is the blue and yellow energy. Numerous things are connected to each energy, and you can change at will. Examples include opponents that can only be wounded with the appropriate energy and chests that open only with the matching color. Additionally, some weapons and perks are energy-specific; they simply don’t work if you have the opposite energy. Fortunately, most enemies are in neutral energy, so you won't have to continually switch during combat.Three keys are unique to each floor and are hidden in unique puzzle areas. These challenges disable your ability to switch between energies but give you doors that, after you pass through them, switch between the two colors. The goal is to push boxes and use doors to reach the final room with the key. You keep these keys forever because they let you open unique chests that make subsequent runs a little bit simpler. But the most important is the puzzle room that gives you coins at the beginning of each run.The reason you want to do that is that items are pricey. It's nearly impossible to purchase anything just by eliminating enemies that randomly drop a chest of coins once you finish clearing out a room. While your starting gun has unlimited ammo, the short range and fun factor just isn’t there because you simply can’t afford a better gun at the start. The game's subject is time travel and experiments, therefore each \"floor\" is set in a different time period. Most enemies show up in all the stages, but there are still enough distinct ones to keep the game interesting. Four floors might not see much, but there’s enough content here to keep you busy for a while. A nice addition is a library that gets filled with all the weapons, enemies and perks you encounter."
2353190,1,136516290,"Entertaining game to play with friends, it is very green, but it is normal being the alpha version, it will remain to be seen how it evolves over time."
1409300,1,136516748,"nice settings, nice writing"
2310610,1,136520093,Absolutely loved the game. Definitely a unique approach at horror/puzzle game.Looking forward to more content 😃
2207970,1,136519395,"The atmosphere goes hard, was creeped out the whole time despite knowing that there weren't any hostile enemies"
2248580,1,136519528,It was so hard but I fapped on these cute anime girls. Can't get what is the puzzle in the screen middle as useless feature
2205260,1,136520287,"ENG: Icehelm usually makes difficult games and this one was no exception, the game is unforgiving, you fell from the tower or into the water and that's it, back to square one. Even so, it is addictive, with interesting mechanics and as you go up there is a lot of abilities to build your playstyle.It's a Roguelike FPS inspired by Smash Bros, what more can you ask for?ESP: Icehelm tiende a hacer juegos difíciles y esta no fue la excepción, el juego no perdona un error, te caíste de la torre o al agua y ya esta, a empezar de 0. Aun así es adictivo, con mecánicas interesantes y a medida que vas subiendo hay bocha de habilidades con las que ir armando tu estilo de juego.Es un FPS Roguelike inspirado en Smash Bros, que mas podes pedir?"
1685730,1,136518660,Review at: https://www.youtube.com/watch?v=t0f9M-Vzy8gThis is fun and relaxing game where the game slowly introduces puzzles with an adventure feel. It runs very smoothly for this type of game. I so far found the story very interesting and I wonder how it will end.
1409300,1,136519796,I made the music :3 definitely not biased
2103530,0,136523105,bruh.. this is basically a p2w game :D
1934040,1,136521058,⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⠀⣿⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄
2248580,1,136523013,"I liked the type of puzzle itself, it seems to be easy, but the brain makes it work, especially at the last levels. The girls are beautifully drawn! It would also be cool to make animations for each."
2248580,1,136522499,"good relax puzzle anime game, very colourful, goodjob devs!"
2299240,1,136522715,Secret Word: Life
2349550,1,136522792,"Thank you once more Kind Watcher.My gifted word, was Strength.Combining the two from the first and second I getGarden, Strength.Thank you for the soul poking questions <3"
2349550,1,136521161,Secret Word: Proud
2008820,1,136524623,my favourite part was then the night said its morning time then the sun proceeded to rise and it became morning
2008820,1,136524365,"Really good game, enjoyed every second of it"
2008820,1,136523352,"I was one of the players playing it early, and I gotta say... It's really fun! I like the controls, the characters and everything there is!In my opinion, without wanting to sound too harsh, the visuals could be a bit more appealing, but it fits the game.You really get some valuable stuff when buying! So BUY IT!"
2008820,1,136522990,"Really Fun game, leaves me losing track of time and constantly striving to beat my previous time highly recommend if you want a challenging platformer"
2008820,1,136524320,i can confirm that the game contains a knight that is mourning.10/10 recommended
1118110,1,136523891,"----GREAT GAME, Highly Unoptimized and bugged ----Great Game if want to learn how Mining works in modern times , really cool mining machines and everything Very Buggy as my vehicle was halfway inside the wall and I had to drive it in order to go somewhere but in that state it wont even allowed me to get inside , lol This game is perfect except for the fact that its highly unoptimized  You will get crazy FPS drops The gameplay gets choppy when you are in the outside world , when you are inside the mine then its ok Rating - 7/10( GREAT GAME, Highly Unoptimized and bugged )"
1118110,0,136524655,"this game is very very fps hungry, i have a powerfull pc, way higher than what it says to be able to play it and even on medium settings im struggling at 26fps. its only just came out  so its a no from me atm but lets see what they can change up"
2008820,1,136522685,"I played this game and it stole my life, I passed out for like 50 hours and by the time I woke up I had no maidens, something/10"
1118110,0,136524708,not good
2371750,1,136523357,"This game is a lot of fun, building up your little economy with a rocket ship, the controls feel nice, the style is very simple and easy to look at and it looks like there's even more content coming. Consider me hyped.Cannot wait for the lore update"
